DATE,PRCP,TMAX,TMIN,RAIN,RAIN_BOOL
10/29/2012,0.43,60,50,TRUE,1
10/30/2012,1.36,59,54,TRUE,1
10/31/2012,0.57,60,52,TRUE,1
11/1/2012,0.38,59,51,TRUE,1
11/2/2012,0.22,59,51,TRUE,1
11/3/2012,0.02,60,52,TRUE,1
11/4/2012,0.32,64,55,TRUE,1
11/5/2012,0.03,59,46,TRUE,1
11/6/2012,0.01,55,44,TRUE,1
11/7/2012,0,54,39,FALSE,0
11/8/2012,0,50,34,FALSE,0
11/9/2012,0,48,34,FALSE,0
11/10/2012,0,46,31,FALSE,0
11/11/2012,0.6,48,34,TRUE,1
11/12/2012,0.14,55,43,TRUE,1
11/13/2012,0.21,52,46,TRUE,1
11/14/2012,0.03,52,41,TRUE,1
11/15/2012,0,49,37,FALSE,0
11/16/2012,0.22,49,36,TRUE,1
11/17/2012,0.24,54,43,TRUE,1
11/18/2012,0.31,50,43,TRUE,1
11/19/2012,2.13,56,47,TRUE,1
11/20/2012,0.15,52,45,TRUE,1
11/21/2012,0.44,47,39,TRUE,1
11/22/2012,0,48,37,FALSE,0
11/23/2012,1.26,49,43,TRUE,1
11/24/2012,0,48,39,FALSE,0
11/25/2012,0,47,34,FALSE,0
11/26/2012,0,49,35,FALSE,0
11/27/2012,0,50,35,FALSE,0
11/28/2012,0.11,49,36,TRUE,1
11/29/2012,0.06,55,46,TRUE,1
11/30/2012,1.4,59,46,TRUE,1
12/1/2012,0.16,56,47,TRUE,1
12/2/2012,0.77,47,45,TRUE,1
12/3/2012,0.51,49,45,TRUE,1
12/4/2012,0.56,53,45,TRUE,1
12/5/2012,0.06,48,40,TRUE,1
12/6/2012,0.06,45,43,TRUE,1
12/7/2012,0.04,46,38,TRUE,1
12/8/2012,0,44,38,FALSE,0
12/9/2012,0.06,44,37,TRUE,1
12/10/2012,0.02,45,42,TRUE,1
12/11/2012,0.12,46,42,TRUE,1
12/12/2012,0.32,44,40,TRUE,1
12/13/2012,0.09,45,38,TRUE,1
12/14/2012,0.31,43,34,TRUE,1
12/15/2012,0.21,40,33,TRUE,1
12/16/2012,0.89,44,38,TRUE,1
12/17/2012,0.08,47,35,TRUE,1
12/18/2012,0.13,39,33,TRUE,1
12/19/2012,0.54,47,35,TRUE,1
12/20/2012,0.52,45,33,TRUE,1
12/21/2012,0.07,47,29,TRUE,1
12/22/2012,0.13,47,39,TRUE,1
12/23/2012,0.26,45,38,TRUE,1
12/24/2012,0.01,42,37,TRUE,1
12/25/2012,0.53,42,37,TRUE,1
12/26/2012,0.18,44,38,TRUE,1
12/27/2012,0.16,46,38,TRUE,1
12/28/2012,0,47,39,FALSE,0
12/29/2012,0.06,41,38,TRUE,1
12/30/2012,0,40,32,FALSE,0
12/31/2012,0,38,30,FALSE,0
1/1/2013,0,41,27,FALSE,0
1/2/2013,0,43,30,FALSE,0
1/3/2013,0.16,44,29,TRUE,1
1/4/2013,0.1,50,36,TRUE,1
1/5/2013,0.12,44,40,TRUE,1
1/6/2013,0.08,45,37,TRUE,1
1/7/2013,0.09,50,40,TRUE,1
1/8/2013,0.64,53,42,TRUE,1
1/9/2013,1.51,50,35,TRUE,1
1/10/2013,0.01,38,31,TRUE,1
1/11/2013,0,37,27,FALSE,0
1/12/2013,0,37,25,FALSE,0
1/13/2013,0,36,24,FALSE,0
1/14/2013,0,38,28,FALSE,0
1/15/2013,0,44,31,FALSE,0
1/16/2013,0,43,25,FALSE,0
1/17/2013,0,39,27,FALSE,0
1/18/2013,0,38,30,FALSE,0
1/19/2013,0,34,31,FALSE,0
1/20/2013,0,38,31,FALSE,0
1/21/2013,0,36,29,FALSE,0
1/22/2013,0,38,29,FALSE,0
1/23/2013,0.2,45,36,TRUE,1
1/24/2013,0.23,45,34,TRUE,1
1/25/2013,0.12,51,37,TRUE,1
1/26/2013,0.09,47,39,TRUE,1
1/27/2013,0.07,42,39,TRUE,1
1/28/2013,0.31,43,38,TRUE,1
1/29/2013,0.17,47,41,TRUE,1
1/30/2013,0.14,48,44,TRUE,1
1/31/2013,0.12,49,45,TRUE,1
2/1/2013,0.01,53,41,TRUE,1
2/2/2013,0,43,37,FALSE,0
2/3/2013,0.09,48,37,TRUE,1
2/4/2013,0,51,44,FALSE,0
2/5/2013,0.13,50,44,TRUE,1
2/6/2013,0.04,51,43,TRUE,1
2/7/2013,0.05,49,38,TRUE,1
2/8/2013,0,46,36,FALSE,0
2/9/2013,0.01,47,40,TRUE,1
2/10/2013,0,48,35,FALSE,0
2/11/2013,0.01,47,40,TRUE,1
2/12/2013,0.04,52,45,TRUE,1
2/13/2013,0.09,49,45,TRUE,1
2/14/2013,0.04,49,42,TRUE,1
2/15/2013,0,56,41,FALSE,0
2/16/2013,0,52,39,FALSE,0
2/17/2013,0,49,40,FALSE,0
2/18/2013,0,46,39,FALSE,0
2/19/2013,0,51,35,FALSE,0
2/20/2013,0.06,46,34,TRUE,1
2/21/2013,0.02,44,39,TRUE,1
2/22/2013,0.37,46,39,TRUE,1
2/23/2013,0.01,50,39,TRUE,1
2/24/2013,0,48,41,FALSE,0
2/25/2013,0.09,51,38,TRUE,1
2/26/2013,0.02,48,39,TRUE,1
2/27/2013,0.18,50,40,TRUE,1
2/28/2013,0.32,53,44,TRUE,1
3/1/2013,0.16,59,52,TRUE,1
3/2/2013,0.03,57,41,TRUE,1
3/3/2013,0,52,36,FALSE,0
3/4/2013,0,56,32,FALSE,0
3/5/2013,0,49,43,FALSE,0
3/6/2013,0.47,45,41,TRUE,1
3/7/2013,0.29,54,41,TRUE,1
3/8/2013,0,53,36,FALSE,0
3/9/2013,0,55,34,FALSE,0
3/10/2013,0.03,46,39,TRUE,1
3/11/2013,0.05,51,43,TRUE,1
3/12/2013,0.08,55,50,TRUE,1
3/13/2013,0.09,53,49,TRUE,1
3/14/2013,0.11,53,49,TRUE,1
3/15/2013,0,58,48,FALSE,0
3/16/2013,0.17,51,40,TRUE,1
3/17/2013,0,48,39,FALSE,0
3/18/2013,0,53,39,FALSE,0
3/19/2013,0.46,55,35,TRUE,1
3/20/2013,0.39,52,40,TRUE,1
3/21/2013,0.32,50,36,TRUE,1
3/22/2013,0,49,33,FALSE,0
3/23/2013,0,50,34,FALSE,0
3/24/2013,0,54,33,FALSE,0
3/25/2013,0,62,40,FALSE,0
3/26/2013,0,62,43,FALSE,0
3/27/2013,0.01,56,45,TRUE,1
3/28/2013,0.08,61,47,TRUE,1
3/29/2013,0,65,46,FALSE,0
3/30/2013,0,68,42,FALSE,0
3/31/2013,0,69,44,FALSE,0
4/1/2013,0,63,47,FALSE,0
4/2/2013,0,57,48,FALSE,0
4/3/2013,0,62,46,FALSE,0
4/4/2013,0.33,58,50,TRUE,1
4/5/2013,0.73,57,50,TRUE,1
4/6/2013,0.5,54,45,TRUE,1
4/7/2013,1.54,47,41,TRUE,1
4/8/2013,0.03,56,43,TRUE,1
4/9/2013,0,54,43,FALSE,0
4/10/2013,0.37,59,48,TRUE,1
4/11/2013,0.06,54,44,TRUE,1
4/12/2013,0.38,46,40,TRUE,1
4/13/2013,0.37,51,38,TRUE,1
4/14/2013,0.23,55,40,TRUE,1
4/15/2013,0,57,40,FALSE,0
4/16/2013,0.01,57,38,TRUE,1
4/17/2013,0,59,39,FALSE,0
4/18/2013,0.21,53,44,TRUE,1
4/19/2013,0.81,56,49,TRUE,1
4/20/2013,0,57,47,FALSE,0
4/21/2013,0.13,54,44,TRUE,1
4/22/2013,0,61,41,FALSE,0
4/23/2013,0,64,39,FALSE,0
4/24/2013,0,70,43,FALSE,0
4/25/2013,0,71,44,FALSE,0
4/26/2013,0,69,47,FALSE,0
4/27/2013,0,57,51,FALSE,0
4/28/2013,0.04,59,49,TRUE,1
4/29/2013,0.15,57,44,TRUE,1
4/30/2013,0,55,40,FALSE,0
5/1/2013,0,65,38,FALSE,0
5/2/2013,0,69,44,FALSE,0
5/3/2013,0,71,49,FALSE,0
5/4/2013,0,77,52,FALSE,0
5/5/2013,0,84,53,FALSE,0
5/6/2013,0,87,54,FALSE,0
5/7/2013,0,69,52,FALSE,0
5/8/2013,0,67,52,FALSE,0
5/9/2013,0,73,50,FALSE,0
5/10/2013,0,79,49,FALSE,0
5/11/2013,0,81,54,FALSE,0
5/12/2013,0.26,71,57,TRUE,1
5/13/2013,0.13,66,49,TRUE,1
5/14/2013,0,65,46,FALSE,0
5/15/2013,0.04,63,48,TRUE,1
5/16/2013,0,71,54,FALSE,0
5/17/2013,0.02,63,53,TRUE,1
5/18/2013,0,62,52,FALSE,0
5/19/2013,0,65,51,FALSE,0
5/20/2013,0,67,49,FALSE,0
5/21/2013,0.54,60,47,TRUE,1
5/22/2013,0.54,52,45,TRUE,1
5/23/2013,0.16,54,44,TRUE,1
5/24/2013,0.01,62,48,TRUE,1
5/25/2013,0,64,50,FALSE,0
5/26/2013,0.06,65,51,TRUE,1
5/27/2013,0.38,62,52,TRUE,1
5/28/2013,0.02,63,53,TRUE,1
5/29/2013,0.22,61,49,TRUE,1
5/30/2013,0,62,49,FALSE,0
5/31/2013,0,67,52,FALSE,0
6/1/2013,0,73,54,FALSE,0
6/2/2013,0.04,69,54,TRUE,1
6/3/2013,0,72,52,FALSE,0
6/4/2013,0,79,54,FALSE,0
6/5/2013,0,80,58,FALSE,0
6/6/2013,0,80,54,FALSE,0
6/7/2013,0,71,56,FALSE,0
6/8/2013,0,69,55,FALSE,0
6/9/2013,0,69,52,FALSE,0
6/10/2013,0,71,53,FALSE,0
6/11/2013,0,68,50,FALSE,0
6/12/2013,0.01,69,53,TRUE,1
6/13/2013,0,70,53,FALSE,0
6/14/2013,0,68,54,FALSE,0
6/15/2013,0,78,50,FALSE,0
6/16/2013,0,75,55,FALSE,0
6/17/2013,0,78,57,FALSE,0
6/18/2013,0.01,74,56,TRUE,1
6/19/2013,0,68,55,FALSE,0
6/20/2013,0.12,63,55,TRUE,1
6/21/2013,0.01,69,54,TRUE,1
6/22/2013,0,78,53,FALSE,0
6/23/2013,0.31,72,59,TRUE,1
6/24/2013,0.19,70,57,TRUE,1
6/25/2013,0.39,74,58,TRUE,1
6/26/2013,0.08,72,59,TRUE,1
6/27/2013,0.14,70,62,TRUE,1
6/28/2013,0,87,61,FALSE,0
6/29/2013,0,86,65,FALSE,0
6/30/2013,0,93,63,FALSE,0
7/1/2013,0,89,65,FALSE,0
7/2/2013,0,83,60,FALSE,0
7/3/2013,0,79,62,FALSE,0
7/4/2013,0,71,57,FALSE,0
7/5/2013,0,74,57,FALSE,0
7/6/2013,0,79,56,FALSE,0
7/7/2013,0,75,57,FALSE,0
7/8/2013,0,80,56,FALSE,0
7/9/2013,0,86,59,FALSE,0
7/10/2013,0,72,57,FALSE,0
7/11/2013,0,73,54,FALSE,0
7/12/2013,0,67,56,FALSE,0
7/13/2013,0,79,52,FALSE,0
7/14/2013,0,82,55,FALSE,0
7/15/2013,0,82,58,FALSE,0
7/16/2013,0,88,65,FALSE,0
7/17/2013,0,72,59,FALSE,0
7/18/2013,0,79,57,FALSE,0
7/19/2013,0,82,56,FALSE,0
7/20/2013,0,77,56,FALSE,0
7/21/2013,0,75,55,FALSE,0
7/22/2013,0,79,56,FALSE,0
7/23/2013,0,88,57,FALSE,0
7/24/2013,0,88,58,FALSE,0
7/25/2013,0,88,55,FALSE,0
7/26/2013,0,88,58,FALSE,0
7/27/2013,0,78,55,FALSE,0
7/28/2013,0,70,54,FALSE,0
7/29/2013,0,77,56,FALSE,0
7/30/2013,0,77,56,FALSE,0
7/31/2013,0,71,56,FALSE,0
8/1/2013,0,69,56,FALSE,0
8/2/2013,0.08,63,59,TRUE,1
8/3/2013,0,77,60,FALSE,0
8/4/2013,0,84,59,FALSE,0
8/5/2013,0,86,59,FALSE,0
8/6/2013,0,87,57,FALSE,0
8/7/2013,0,88,57,FALSE,0
8/8/2013,0,83,58,FALSE,0
8/9/2013,0,83,58,FALSE,0
8/10/2013,0.09,78,59,TRUE,1
8/11/2013,0,77,58,FALSE,0
8/12/2013,0,78,61,FALSE,0
8/13/2013,0,82,59,FALSE,0
8/14/2013,0.03,81,59,TRUE,1
8/15/2013,0.07,70,63,TRUE,1
8/16/2013,0,84,61,FALSE,0
8/17/2013,0,78,63,FALSE,0
8/18/2013,0,79,60,FALSE,0
8/19/2013,0,80,60,FALSE,0
8/20/2013,0,78,61,FALSE,0
8/21/2013,0,82,59,FALSE,0
8/22/2013,0,84,59,FALSE,0
8/23/2013,0,77,61,FALSE,0
8/24/2013,0,77,62,FALSE,0
8/25/2013,0.01,72,61,TRUE,1
8/26/2013,0.04,76,61,TRUE,1
8/27/2013,0.05,80,63,TRUE,1
8/28/2013,0.22,80,60,TRUE,1
8/29/2013,0.76,75,65,TRUE,1
8/30/2013,0,79,61,FALSE,0
8/31/2013,0,82,57,FALSE,0
9/1/2013,0,82,60,FALSE,0
9/2/2013,0,82,63,FALSE,0
9/3/2013,0.09,77,62,TRUE,1
9/4/2013,0.01,73,61,TRUE,1
9/5/2013,1.09,68,60,TRUE,1
9/6/2013,0.84,71,61,TRUE,1
9/7/2013,0,74,63,FALSE,0
9/8/2013,0,80,58,FALSE,0
9/9/2013,0,79,57,FALSE,0
9/10/2013,0,80,59,FALSE,0
9/11/2013,0,93,61,FALSE,0
9/12/2013,0,78,59,FALSE,0
9/13/2013,0,66,60,FALSE,0
9/14/2013,0,71,60,FALSE,0
9/15/2013,0.13,66,58,TRUE,1
9/16/2013,0.01,71,59,TRUE,1
9/17/2013,0,64,57,FALSE,0
9/18/2013,0,70,56,FALSE,0
9/19/2013,0,78,50,FALSE,0
9/20/2013,0.14,74,56,TRUE,1
9/21/2013,0,70,56,FALSE,0
9/22/2013,0.53,63,56,TRUE,1
9/23/2013,0.11,61,52,TRUE,1
9/24/2013,0,64,50,FALSE,0
9/25/2013,0.08,61,49,TRUE,1
9/26/2013,0,63,45,FALSE,0
9/27/2013,0.04,57,51,TRUE,1
9/28/2013,1.71,62,53,TRUE,1
9/29/2013,0.66,58,52,TRUE,1
9/30/2013,0.73,57,50,TRUE,1
10/1/2013,0.31,58,48,TRUE,1
10/2/2013,0.21,55,49,TRUE,1
10/3/2013,0.03,58,48,TRUE,1
10/4/2013,0,64,42,FALSE,0
10/5/2013,0,68,47,FALSE,0
10/6/2013,0.16,73,46,TRUE,1
10/7/2013,0.02,61,53,TRUE,1
10/8/2013,0.27,57,46,TRUE,1
10/9/2013,0,59,42,FALSE,0
10/10/2013,0.04,58,47,TRUE,1
10/11/2013,0.36,57,51,TRUE,1
10/12/2013,0.04,58,48,TRUE,1
10/13/2013,0,59,44,FALSE,0
10/14/2013,0,60,39,FALSE,0
10/15/2013,0,60,41,FALSE,0
10/16/2013,0,55,48,FALSE,0
10/17/2013,0,58,48,FALSE,0
10/18/2013,0,55,45,FALSE,0
10/19/2013,0,51,46,FALSE,0
10/20/2013,0,51,46,FALSE,0
10/21/2013,0,53,47,FALSE,0
10/22/2013,0,58,45,FALSE,0
10/23/2013,0,55,43,FALSE,0
10/24/2013,0,50,43,FALSE,0
10/25/2013,0,54,46,FALSE,0
10/26/2013,0,53,47,FALSE,0
10/27/2013,0.07,57,47,TRUE,1
10/28/2013,0,58,45,FALSE,0
10/29/2013,0,56,38,FALSE,0
10/30/2013,0.02,59,42,TRUE,1
10/31/2013,0.01,58,51,TRUE,1
11/1/2013,0.05,64,53,TRUE,1
11/2/2013,0.5,58,47,TRUE,1
11/3/2013,0.02,54,40,TRUE,1
11/4/2013,0,51,39,FALSE,0
11/5/2013,0.1,56,45,TRUE,1
11/6/2013,0.15,55,46,TRUE,1
11/7/2013,1.18,52,50,TRUE,1
11/8/2013,0,56,45,FALSE,0
11/9/2013,0.07,52,41,TRUE,1
11/10/2013,0,52,47,FALSE,0
11/11/2013,0,61,43,FALSE,0
11/12/2013,0.16,60,48,TRUE,1
11/13/2013,0,57,51,FALSE,0
11/14/2013,0.05,52,43,TRUE,1
11/15/2013,0.12,51,45,TRUE,1
11/16/2013,0,50,41,FALSE,0
11/17/2013,0.21,53,45,TRUE,1
11/18/2013,1.03,55,49,TRUE,1
11/19/2013,0.04,56,40,TRUE,1
11/20/2013,0,46,35,FALSE,0
11/21/2013,0,46,31,FALSE,0
11/22/2013,0,49,32,FALSE,0
11/23/2013,0,52,34,FALSE,0
11/24/2013,0,53,33,FALSE,0
11/25/2013,0,54,36,FALSE,0
11/26/2013,0,54,37,FALSE,0
11/27/2013,0,58,42,FALSE,0
11/28/2013,0,53,38,FALSE,0
11/29/2013,0.02,49,41,TRUE,1
11/30/2013,0.09,52,45,TRUE,1
12/1/2013,0.12,56,46,TRUE,1
12/2/2013,0.18,46,35,TRUE,1
12/3/2013,0,41,31,FALSE,0
12/4/2013,0,40,28,FALSE,0
12/5/2013,0,34,23,FALSE,0
12/6/2013,0,34,24,FALSE,0
12/7/2013,0,32,19,FALSE,0
12/8/2013,0,36,20,FALSE,0
12/9/2013,0,34,23,FALSE,0
12/10/2013,0,42,33,FALSE,0
12/11/2013,0,41,29,FALSE,0
12/12/2013,0.27,42,31,TRUE,1
12/13/2013,0.02,49,42,TRUE,1
12/14/2013,0,49,43,FALSE,0
12/15/2013,0.05,53,47,TRUE,1
12/16/2013,0.01,50,40,TRUE,1
12/17/2013,0,47,40,FALSE,0
12/18/2013,0.05,46,36,TRUE,1
12/19/2013,0,41,32,FALSE,0
12/20/2013,0.22,47,33,TRUE,1
12/21/2013,0.22,48,42,TRUE,1
12/22/2013,0.42,51,47,TRUE,1
12/23/2013,0.06,53,43,TRUE,1
12/24/2013,0,47,37,FALSE,0
12/25/2013,0,44,35,FALSE,0
12/26/2013,0,44,33,FALSE,0
12/27/2013,0.01,48,32,TRUE,1
12/28/2013,0,49,38,FALSE,0
12/29/2013,0,45,35,FALSE,0
12/30/2013,0.01,48,40,TRUE,1
12/31/2013,0.02,47,41,TRUE,1
1/1/2014,0,45,38,FALSE,0
1/2/2014,0.16,51,43,TRUE,1
1/3/2014,0.06,48,37,TRUE,1
1/4/2014,0,46,33,FALSE,0
1/5/2014,0,47,31,FALSE,0
1/6/2014,0.01,46,31,TRUE,1
1/7/2014,0.48,47,41,TRUE,1
1/8/2014,0.38,50,45,TRUE,1
1/9/2014,0.23,49,42,TRUE,1
1/10/2014,0.17,55,47,TRUE,1
1/11/2014,0.84,58,45,TRUE,1
1/12/2014,0.06,52,42,TRUE,1
1/13/2014,0,51,50,FALSE,0
1/14/2014,0,52,45,FALSE,0
1/15/2014,0,52,42,FALSE,0
1/16/2014,0,44,40,FALSE,0
1/17/2014,0,42,37,FALSE,0
1/18/2014,0,49,33,FALSE,0
1/19/2014,0,43,38,FALSE,0
1/20/2014,0,50,37,FALSE,0
1/21/2014,0,50,35,FALSE,0
1/22/2014,0.02,49,42,TRUE,1
1/23/2014,0,50,37,FALSE,0
1/24/2014,0,55,34,FALSE,0
1/25/2014,0,54,34,FALSE,0
1/26/2014,0,47,33,FALSE,0
1/27/2014,0,49,35,FALSE,0
1/28/2014,0.35,52,43,TRUE,1
1/29/2014,0.85,52,45,TRUE,1
1/30/2014,0,47,43,FALSE,0
1/31/2014,0.09,46,42,TRUE,1
2/1/2014,0.08,46,37,TRUE,1
2/2/2014,0,48,34,FALSE,0
2/3/2014,0,41,32,FALSE,0
2/4/2014,0,37,28,FALSE,0
2/5/2014,0,31,22,FALSE,0
2/6/2014,0,29,21,FALSE,0
2/7/2014,0,38,23,FALSE,0
2/8/2014,0.2,42,31,TRUE,1
2/9/2014,0.02,39,32,TRUE,1
2/10/2014,0.72,50,36,TRUE,1
2/11/2014,0.67,54,42,TRUE,1
2/12/2014,0.18,54,45,TRUE,1
2/13/2014,0.07,55,46,TRUE,1
2/14/2014,0.37,53,43,TRUE,1
2/15/2014,0.46,52,41,TRUE,1
2/16/2014,1.04,49,39,TRUE,1
2/17/2014,0.57,47,40,TRUE,1
2/18/2014,0.6,48,41,TRUE,1
2/19/2014,0.04,47,39,TRUE,1
2/20/2014,0.12,50,42,TRUE,1
2/21/2014,0.11,44,39,TRUE,1
2/22/2014,0.1,42,37,TRUE,1
2/23/2014,0.24,45,39,TRUE,1
2/24/2014,0.51,44,38,TRUE,1
2/25/2014,0.01,54,39,TRUE,1
2/26/2014,0,57,42,FALSE,0
2/27/2014,0,55,40,FALSE,0
2/28/2014,0,58,40,FALSE,0
3/1/2014,0.02,45,40,TRUE,1
3/2/2014,0.75,52,37,TRUE,1
3/3/2014,0.42,58,48,TRUE,1
3/4/2014,0.65,57,46,TRUE,1
3/5/2014,1.84,60,51,TRUE,1
3/6/2014,0.12,56,50,TRUE,1
3/7/2014,0,60,48,FALSE,0
3/8/2014,1.27,55,44,TRUE,1
3/9/2014,0.17,59,49,TRUE,1
3/10/2014,0.74,54,43,TRUE,1
3/11/2014,0,58,40,FALSE,0
3/12/2014,0,61,38,FALSE,0
3/13/2014,0.02,57,41,TRUE,1
3/14/2014,0.27,58,47,TRUE,1
3/15/2014,0.32,62,40,TRUE,1
3/16/2014,1.09,51,40,TRUE,1
3/17/2014,0.01,50,37,TRUE,1
3/18/2014,0,50,38,FALSE,0
3/19/2014,0.02,52,38,TRUE,1
3/20/2014,0,52,35,FALSE,0
3/21/2014,0,51,37,FALSE,0
3/22/2014,0,52,34,FALSE,0
3/23/2014,0,55,40,FALSE,0
3/24/2014,0,66,37,FALSE,0
3/25/2014,0.16,57,44,TRUE,1
3/26/2014,0.14,52,42,TRUE,1
3/27/2014,0.01,54,44,TRUE,1
3/28/2014,0.87,53,45,TRUE,1
3/29/2014,0.55,53,45,TRUE,1
3/30/2014,0,52,41,FALSE,0
3/31/2014,0,60,36,FALSE,0
4/1/2014,0,58,44,FALSE,0
4/2/2014,0,58,42,FALSE,0
4/3/2014,0.1,56,43,TRUE,1
4/4/2014,0,55,43,FALSE,0
4/5/2014,0.18,53,46,TRUE,1
4/6/2014,0,57,47,FALSE,0
4/7/2014,0,70,49,FALSE,0
4/8/2014,0.18,60,47,TRUE,1
4/9/2014,0,58,44,FALSE,0
4/10/2014,0,59,44,FALSE,0
4/11/2014,0,63,41,FALSE,0
4/12/2014,0,61,46,FALSE,0
4/13/2014,0,69,42,FALSE,0
4/14/2014,0,68,42,FALSE,0
4/15/2014,0.02,58,46,TRUE,1
4/16/2014,0.43,52,48,TRUE,1
4/17/2014,0.73,53,45,TRUE,1
4/18/2014,0,58,42,FALSE,0
4/19/2014,0.54,53,42,TRUE,1
4/20/2014,0,60,42,FALSE,0
4/21/2014,0.2,63,46,TRUE,1
4/22/2014,0.56,54,41,TRUE,1
4/23/2014,0.35,53,43,TRUE,1
4/24/2014,0.49,57,43,TRUE,1
4/25/2014,0,58,42,FALSE,0
4/26/2014,0.13,59,42,TRUE,1
4/27/2014,0.27,52,43,TRUE,1
4/28/2014,0,61,40,FALSE,0
4/29/2014,0,77,49,FALSE,0
4/30/2014,0,82,49,FALSE,0
5/1/2014,0,85,52,FALSE,0
5/2/2014,0,65,51,FALSE,0
5/3/2014,1.31,59,48,TRUE,1
5/4/2014,0.63,58,48,TRUE,1
5/5/2014,0.2,60,49,TRUE,1
5/6/2014,0,62,47,FALSE,0
5/7/2014,0,65,45,FALSE,0
5/8/2014,0.54,57,49,TRUE,1
5/9/2014,0.08,56,45,TRUE,1
5/10/2014,0.02,60,45,TRUE,1
5/11/2014,0,66,47,FALSE,0
5/12/2014,0,76,49,FALSE,0
5/13/2014,0,80,55,FALSE,0
5/14/2014,0,82,56,FALSE,0
5/15/2014,0,80,55,FALSE,0
5/16/2014,0,68,53,FALSE,0
5/17/2014,0,68,53,FALSE,0
5/18/2014,0,68,51,FALSE,0
5/19/2014,0,70,50,FALSE,0
5/20/2014,0,72,50,FALSE,0
5/21/2014,0,68,51,FALSE,0
5/22/2014,0,76,53,FALSE,0
5/23/2014,0.15,68,55,TRUE,1
5/24/2014,0,65,52,FALSE,0
5/25/2014,0.22,59,51,TRUE,1
5/26/2014,0,65,52,FALSE,0
5/27/2014,0,68,50,FALSE,0
5/28/2014,0,66,50,FALSE,0
5/29/2014,0,66,52,FALSE,0
5/30/2014,0,69,48,FALSE,0
5/31/2014,0,74,50,FALSE,0
6/1/2014,0,72,51,FALSE,0
6/2/2014,0,74,52,FALSE,0
6/3/2014,0,65,52,FALSE,0
6/4/2014,0,67,50,FALSE,0
6/5/2014,0,72,50,FALSE,0
6/6/2014,0,77,51,FALSE,0
6/7/2014,0,76,56,FALSE,0
6/8/2014,0,74,54,FALSE,0
6/9/2014,0,70,56,FALSE,0
6/10/2014,0,68,54,FALSE,0
6/11/2014,0,75,52,FALSE,0
6/12/2014,0.07,71,54,TRUE,1
6/13/2014,0.25,60,52,TRUE,1
6/14/2014,0,64,53,FALSE,0
6/15/2014,0.02,65,50,TRUE,1
6/16/2014,0.14,64,48,TRUE,1
6/17/2014,0.05,64,50,TRUE,1
6/18/2014,0,66,52,FALSE,0
6/19/2014,0.03,78,53,TRUE,1
6/20/2014,0.01,68,50,TRUE,1
6/21/2014,0,72,51,FALSE,0
6/22/2014,0,77,52,FALSE,0
6/23/2014,0,77,56,FALSE,0
6/24/2014,0,76,58,FALSE,0
6/25/2014,0,79,57,FALSE,0
6/26/2014,0,70,58,FALSE,0
6/27/2014,0.07,70,57,TRUE,1
6/28/2014,0.09,68,56,TRUE,1
6/29/2014,0,69,55,FALSE,0
6/30/2014,0,78,55,FALSE,0
7/1/2014,0,94,60,FALSE,0
7/2/2014,0,81,58,FALSE,0
7/3/2014,0,71,57,FALSE,0
7/4/2014,0,75,57,FALSE,0
7/5/2014,0,76,56,FALSE,0
7/6/2014,0,84,59,FALSE,0
7/7/2014,0,81,64,FALSE,0
7/8/2014,0,86,60,FALSE,0
7/9/2014,0,80,57,FALSE,0
7/10/2014,0,84,55,FALSE,0
7/11/2014,0,88,59,FALSE,0
7/12/2014,0,90,62,FALSE,0
7/13/2014,0,85,59,FALSE,0
7/14/2014,0,82,59,FALSE,0
7/15/2014,0,88,57,FALSE,0
7/16/2014,0,88,58,FALSE,0
7/17/2014,0,80,57,FALSE,0
7/18/2014,0,75,53,FALSE,0
7/19/2014,0,78,59,FALSE,0
7/20/2014,0,67,58,FALSE,0
7/21/2014,0,75,56,FALSE,0
7/22/2014,0.01,70,56,TRUE,1
7/23/2014,0.76,66,56,TRUE,1
7/24/2014,0,69,55,FALSE,0
7/25/2014,0,73,54,FALSE,0
7/26/2014,0,79,56,FALSE,0
7/27/2014,0,83,59,FALSE,0
7/28/2014,0,87,59,FALSE,0
7/29/2014,0,86,60,FALSE,0
7/30/2014,0,85,58,FALSE,0
7/31/2014,0,87,64,FALSE,0
8/1/2014,0,84,59,FALSE,0
8/2/2014,0.02,85,60,TRUE,1
8/3/2014,0,89,58,FALSE,0
8/4/2014,0,91,61,FALSE,0
8/5/2014,0,77,57,FALSE,0
8/6/2014,0,79,59,FALSE,0
8/7/2014,0,78,56,FALSE,0
8/8/2014,0,78,56,FALSE,0
8/9/2014,0,81,60,FALSE,0
8/10/2014,0,87,57,FALSE,0
8/11/2014,0.02,96,64,TRUE,1
8/12/2014,0.5,81,63,TRUE,1
8/13/2014,0.85,74,59,TRUE,1
8/14/2014,0,70,63,FALSE,0
8/15/2014,0.04,76,62,TRUE,1
8/16/2014,0,78,60,FALSE,0
8/17/2014,0,82,59,FALSE,0
8/18/2014,0,85,60,FALSE,0
8/19/2014,0,81,60,FALSE,0
8/20/2014,0,71,57,FALSE,0
8/21/2014,0,70,52,FALSE,0
8/22/2014,0,75,56,FALSE,0
8/23/2014,0,82,57,FALSE,0
8/24/2014,0,77,56,FALSE,0
8/25/2014,0,84,58,FALSE,0
8/26/2014,0,88,60,FALSE,0
8/27/2014,0,84,61,FALSE,0
8/28/2014,0,74,58,FALSE,0
